State,County,County/St,McCainVt,ObamaVt,McCainPt,ObamaPt,PtDiff8,PtDiffCrp8,PVI08,BushVt,KerryVt,BushPt,KerryPt,PtDiff4,PtDiffCrp4,PVI04,PVIShift,AdjShift,PtGOPChg,Cnty_US
Kansas,Ellsworth,"Ellsworth, KS ",1996,838,70.43%,29.57%,40.86%,30.00%,47.03%,2259,801,73.82%,26.18%,47.65%,30.00%,45.16%,-6.79%,1.87%,-4.60%,3.85%
Kansas,Finney,"Finney, KS ",6776,3118,68.49%,31.51%,36.97%,30.00%,43.14%,7479,2351,76.08%,23.92%,52.17%,30.00%,49.68%,-15.19%,-6.54%,-9.99%,-1.54%
Kansas,Ford,"Ford, KS ",5587,2848,66.24%,33.76%,32.47%,30.00%,38.64%,6632,2286,74.37%,25.63%,48.73%,30.00%,46.24%,-16.26%,-7.61%,-10.93%,-2.49%
Kansas,Franklin,"Franklin, KS ",6969,4336,61.65%,38.35%,23.29%,23.29%,29.46%,7391,3921,65.34%,34.66%,30.68%,30.00%,28.19%,-7.38%,1.27%,-5.65%,2.79%
Kansas,Geary,"Geary, KS ",4376,3368,56.51%,43.49%,13.02%,13.02%,19.18%,4703,2531,65.01%,34.99%,30.02%,30.00%,27.54%,-17.01%,-8.35%,-13.08%,-4.64%
Kansas,Gove,"Gove, KS ",1120,257,81.34%,18.66%,62.67%,30.00%,68.84%,1196,247,82.88%,17.12%,65.77%,30.00%,63.28%,-3.09%,5.56%,-1.87%,6.58%
Kansas,Graham,"Graham, KS ",1043,323,76.35%,23.65%,52.71%,30.00%,58.87%,1082,334,76.41%,23.59%,52.82%,30.00%,50.34%,-0.12%,8.54%,-0.08%,8.37%
Kansas,Grant,"Grant, KS ",1941,616,75.91%,24.09%,51.82%,30.00%,57.98%,2169,561,79.45%,20.55%,58.90%,30.00%,56.41%,-7.08%,1.57%,-4.46%,3.99%
Kansas,Gray,"Gray, KS ",1585,416,79.21%,20.79%,58.42%,30.00%,64.59%,1816,408,81.65%,18.35%,63.31%,30.00%,60.82%,-4.89%,3.76%,-2.99%,5.45%
Kansas,Greeley,"Greeley, KS ",587,150,79.65%,20.35%,59.29%,30.00%,65.46%,584,138,80.89%,19.11%,61.77%,30.00%,59.28%,-2.48%,6.18%,-1.53%,6.91%
Kansas,Greenwood,"Greenwood, KS ",2087,916,69.50%,30.50%,38.99%,30.00%,45.16%,2282,911,71.47%,28.53%,42.94%,30.00%,40.45%,-3.94%,4.71%,-2.76%,5.68%
Kansas,Hamilton,"Hamilton, KS ",836,233,78.20%,21.80%,56.41%,30.00%,62.57%,888,229,79.50%,20.50%,59.00%,30.00%,56.51%,-2.59%,6.06%,-1.63%,6.81%
Kansas,Harper,"Harper, KS ",1960,740,72.59%,27.41%,45.19%,30.00%,51.35%,2154,727,74.77%,25.23%,49.53%,30.00%,47.04%,-4.35%,4.31%,-2.91%,5.54%
Kansas,Harvey,"Harvey, KS ",8865,6185,58.90%,41.10%,17.81%,17.81%,23.97%,9534,5331,64.14%,35.86%,28.27%,28.27%,25.79%,-10.47%,-1.81%,-8.16%,0.28%
Kansas,Haskell,"Haskell, KS ",1216,265,82.11%,17.89%,64.21%,30.00%,70.38%,1356,227,85.66%,14.34%,71.32%,30.00%,68.83%,-7.11%,1.55%,-4.15%,4.30%
Kansas,Hodgeman,"Hodgeman, KS ",836,202,80.54%,19.46%,61.08%,30.00%,67.24%,953,223,81.04%,18.96%,62.07%,30.00%,59.59%,-1.00%,7.66%,-0.61%,7.83%
Kansas,Jackson,"Jackson, KS ",3770,2266,62.46%,37.54%,24.92%,24.92%,31.08%,3730,2064,64.38%,35.62%,28.75%,28.75%,26.27%,-3.84%,4.82%,-2.98%,5.46%
Kansas,Jefferson,"Jefferson, KS ",5058,3450,59.45%,40.55%,18.90%,18.90%,25.07%,5408,3253,62.44%,37.56%,24.88%,24.88%,22.39%,-5.98%,2.67%,-4.79%,3.65%
Kansas,Jewell,"Jewell, KS ",1229,312,79.75%,20.25%,59.51%,30.00%,65.67%,1495,385,79.52%,20.48%,59.04%,30.00%,56.55%,0.46%,9.12%,0.29%,8.74%
Kansas,Johnson,"Johnson, KS ",149816,124142,54.69%,45.31%,9.37%,9.37%,15.54%,158103,97866,61.77%,38.23%,23.53%,23.53%,21.04%,-14.16%,-5.51%,-11.46%,-3.02%
Kansas,Kearny,"Kearny, KS ",1138,302,79.03%,20.97%,58.06%,30.00%,64.22%,1177,272,81.23%,18.77%,62.46%,30.00%,59.97%,-4.40%,4.25%,-2.71%,5.73%
Kansas,Kingman,"Kingman, KS ",2468,918,72.89%,27.11%,45.78%,30.00%,51.94%,2801,904,75.60%,24.40%,51.20%,30.00%,48.71%,-5.42%,3.23%,-3.59%,4.86%
Kansas,Kiowa,"Kiowa, KS ",903,197,82.09%,17.91%,64.18%,30.00%,70.35%,1275,256,83.28%,16.72%,66.56%,30.00%,64.07%,-2.38%,6.28%,-1.43%,7.02%
Kansas,Labette,"Labette, KS ",4995,3782,56.91%,43.09%,13.82%,13.82%,19.99%,5400,3615,59.90%,40.10%,19.80%,19.80%,17.31%,-5.98%,2.67%,-4.99%,3.45%
Kansas,Lane,"Lane, KS ",786,187,80.78%,19.22%,61.56%,30.00%,67.73%,823,181,81.97%,18.03%,63.94%,30.00%,61.46%,-2.38%,6.27%,-1.45%,6.99%
Kansas,Leavenworth,"Leavenworth, KS ",16387,12749,56.24%,43.76%,12.49%,12.49%,18.65%,15949,11039,59.10%,40.90%,18.19%,18.19%,15.71%,-5.71%,2.95%,-4.83%,3.61%
Kansas,Lincoln,"Lincoln, KS ",1175,334,77.87%,22.13%,55.73%,30.00%,61.90%,1368,391,77.77%,22.23%,55.54%,30.00%,53.05%,0.19%,8.84%,0.12%,8.57%
Kansas,Linn,"Linn, KS ",3029,1401,68.37%,31.63%,36.75%,30.00%,42.91%,3048,1631,65.14%,34.86%,30.28%,30.00%,27.80%,6.47%,15.12%,4.96%,13.41%
Kansas,Logan,"Logan, KS ",1171,222,84.06%,15.94%,68.13%,30.00%,74.29%,1255,248,83.50%,16.50%,67.00%,30.00%,64.51%,1.13%,9.78%,0.67%,9.12%
Kansas,Lyon,"Lyon, KS ",6468,5661,53.33%,46.67%,6.65%,6.65%,12.82%,7951,5234,60.30%,39.70%,20.61%,20.61%,18.12%,-13.95%,-5.30%,-11.57%,-3.13%
Kansas,Marshall,"Marion, KS ",3150,1779,63.91%,36.09%,27.81%,27.81%,33.98%,3261,1789,64.57%,35.43%,29.15%,29.15%,26.66%,-1.33%,7.32%,-1.03%,7.41%
Kansas,McPherson,"Marshall, KS ",8732,4113,67.98%,32.02%,35.96%,30.00%,42.12%,9595,3589,72.78%,27.22%,45.56%,30.00%,43.07%,-9.60%,-0.94%,-6.59%,1.85%
Kansas,Marion,"McPherson, KS ",3685,1607,69.63%,30.37%,39.27%,30.00%,45.43%,4516,1536,74.62%,25.38%,49.24%,30.00%,46.75%,-9.97%,-1.32%,-6.68%,1.76%
Kansas,Meade,"Meade, KS ",1527,369,80.54%,19.46%,61.08%,30.00%,67.24%,1748,356,83.08%,16.92%,66.16%,30.00%,63.67%,-5.08%,3.57%,-3.06%,5.38%
Kansas,Miami,"Miami, KS ",9229,5644,62.05%,37.95%,24.10%,24.10%,30.27%,9013,4838,65.07%,34.93%,30.14%,30.00%,27.65%,-6.04%,2.62%,-4.64%,3.80%
Kansas,Mitchell,"Mitchell, KS ",2404,692,77.65%,22.35%,55.30%,30.00%,61.46%,2609,693,79.01%,20.99%,58.03%,30.00%,55.54%,-2.73%,5.93%,-1.73%,6.72%
Kansas,Montgomery,"Montgomery, KS ",9142,4203,68.51%,31.49%,37.01%,30.00%,43.18%,9598,4338,68.87%,31.13%,37.74%,30.00%,35.26%,-0.73%,7.92%,-0.53%,7.91%
Kansas,Morris,"Morris, KS ",1757,787,69.06%,30.94%,38.13%,30.00%,44.29%,1961,931,67.81%,32.19%,35.62%,30.00%,33.13%,2.51%,11.17%,1.85%,10.30%
Kansas,Morton,"Morton, KS ",1129,225,83.38%,16.62%,66.77%,30.00%,72.93%,1287,276,82.34%,17.66%,64.68%,30.00%,62.20%,2.08%,10.74%,1.26%,9.71%
Kansas,Nemaha,"Nemaha, KS ",3761,1405,72.80%,27.20%,45.61%,30.00%,51.77%,4027,1355,74.82%,25.18%,49.65%,30.00%,47.16%,-4.04%,4.61%,-2.70%,5.74%
Kansas,Neosho,"Neosho, KS ",4372,2496,63.66%,36.34%,27.32%,27.32%,33.48%,4705,2424,66.00%,34.00%,32.00%,30.00%,29.51%,-4.68%,3.97%,-3.55%,4.90%
Kansas,Ness,"Ness, KS ",1197,283,80.88%,19.12%,61.76%,30.00%,67.92%,1407,382,78.65%,21.35%,57.29%,30.00%,54.81%,4.46%,13.12%,2.84%,11.28%
Kansas,Norton,"Norton, KS ",1836,488,79.00%,21.00%,58.00%,30.00%,64.17%,2092,473,81.56%,18.44%,63.12%,30.00%,60.63%,-5.12%,3.54%,-3.14%,5.31%
Kansas,Osage,"Osage, KS ",4768,2508,65.53%,34.47%,31.06%,30.00%,37.23%,4800,2537,65.42%,34.58%,30.84%,30.00%,28.36%,0.22%,8.87%,0.17%,8.61%
Kansas,Osborne,"Osborne, KS ",1411,391,78.30%,21.70%,56.60%,30.00%,62.77%,1587,454,77.76%,22.24%,55.51%,30.00%,53.02%,1.09%,9.75%,0.70%,9.15%
Kansas,Ottawa,"Ottawa, KS ",2304,703,76.62%,23.38%,53.24%,30.00%,59.41%,2333,595,79.68%,20.32%,59.36%,30.00%,56.87%,-6.12%,2.54%,-3.84%,4.61%
Kansas,Pawnee,"Pawnee, KS ",1923,869,68.88%,31.12%,37.75%,30.00%,43.92%,2172,773,73.75%,26.25%,47.50%,30.00%,45.02%,-9.75%,-1.10%,-6.61%,1.83%
Kansas,Phillips,"Phillips, KS ",2066,516,80.02%,19.98%,60.03%,30.00%,66.20%,2256,557,80.20%,19.80%,60.40%,30.00%,57.91%,-0.37%,8.29%,-0.23%,8.21%
Kansas,Pottawatomie,"Pottawatomie, KS ",6816,2552,72.76%,27.24%,45.52%,30.00%,51.68%,6326,2176,74.41%,25.59%,48.81%,30.00%,46.32%,-3.30%,5.36%,-2.21%,6.23%
Kansas,Pratt,"Pratt, KS ",2765,1265,68.61%,31.39%,37.22%,30.00%,43.39%,3121,1200,72.23%,27.77%,44.46%,30.00%,41.97%,-7.24%,1.42%,-5.01%,3.43%
Kansas,Rawlins,"Rawlins, KS ",1243,270,82.15%,17.85%,64.31%,30.00%,70.47%,1414,289,83.03%,16.97%,66.06%,30.00%,63.57%,-1.75%,6.90%,-1.05%,7.39%
Kansas,Reno,"Reno, KS ",15858,9711,62.02%,37.98%,24.04%,24.04%,30.21%,17748,9114,66.07%,33.93%,32.14%,30.00%,29.65%,-8.10%,0.55%,-6.13%,2.31%
Kansas,Republic,"Republic, KS ",1949,627,75.66%,24.34%,51.32%,30.00%,57.49%,2238,607,78.66%,21.34%,57.33%,30.00%,54.84%,-6.01%,2.64%,-3.82%,4.62%
Kansas,Rice,"Rice, KS ",2746,1137,70.72%,29.28%,41.44%,30.00%,47.60%,3182,1130,73.79%,26.21%,47.59%,30.00%,45.10%,-6.15%,2.50%,-4.17%,4.28%
Kansas,Riley,"Riley, KS ",11729,10033,53.90%,46.10%,7.79%,7.79%,13.96%,12672,7908,61.57%,38.43%,23.15%,23.15%,20.66%,-15.36%,-6.70%,-12.47%,-4.03%
Kansas,Rooks,"Rooks, KS ",2054,467,81.48%,18.52%,62.95%,30.00%,69.12%,2121,534,79.89%,20.11%,59.77%,30.00%,57.29%,3.18%,11.83%,1.99%,10.43%
Kansas,Rush,"Rush, KS ",1217,498,70.96%,29.04%,41.92%,30.00%,48.09%,1226,517,70.34%,29.66%,40.68%,30.00%,38.19%,1.25%,9.90%,0.89%,9.33%
Kansas,Russell,"Russell, KS ",2407,719,77.00%,23.00%,54.00%,30.00%,60.16%,2671,810,76.73%,23.27%,53.46%,30.00%,50.97%,0.54%,9.19%,0.35%,8.79%
Kansas,Saline,"Saline, KS ",13754,7897,63.53%,36.47%,27.05%,27.05%,33.22%,15111,7524,66.76%,33.24%,33.52%,30.00%,31.03%,-6.47%,2.19%,-4.84%,3.60%
Kansas,Scott,"Scott, KS ",1788,311,85.18%,14.82%,70.37%,30.00%,76.53%,1924,347,84.72%,15.28%,69.44%,30.00%,66.95%,0.93%,9.58%,0.55%,8.99%
Kansas,Sedgwick,"Sedgwick, KS ",104199,79175,56.82%,43.18%,13.65%,13.65%,19.81%,110381,64839,63.00%,37.00%,25.99%,25.99%,23.50%,-12.34%,-3.69%,-9.80%,-1.35%
Kansas,Seward,"Seward, KS ",3620,1376,72.46%,27.54%,44.92%,30.00%,51.08%,4272,1122,79.20%,20.80%,58.40%,30.00%,55.91%,-13.48%,-4.83%,-8.51%,-0.07%
Kansas,Shawnee,"Shawnee, KS ",40806,40072,50.45%,49.55%,0.91%,0.91%,7.07%,44188,36264,54.92%,45.08%,9.85%,9.85%,7.36%,-8.94%,-0.29%,-8.14%,0.30%
Kansas,Sheridan,"Sheridan, KS ",1068,252,80.91%,19.09%,61.82%,30.00%,67.98%,1144,239,82.72%,17.28%,65.44%,30.00%,62.95%,-3.62%,5.03%,-2.19%,6.26%
Kansas,Sherman,"Sherman, KS ",1932,677,74.05%,25.95%,48.10%,30.00%,54.27%,2088,632,76.76%,23.24%,53.53%,30.00%,51.04%,-5.43%,3.23%,-3.53%,4.91%
Kansas,Smith,"Smith, KS ",1695,437,79.50%,20.50%,59.01%,30.00%,65.17%,1803,540,76.95%,23.05%,53.91%,30.00%,51.42%,5.10%,13.75%,3.31%,11.76%
Kansas,Stafford,"Stafford, KS ",1483,535,73.49%,26.51%,46.98%,30.00%,53.14%,1649,506,76.52%,23.48%,53.04%,30.00%,50.55%,-6.06%,2.59%,-3.96%,4.48%
Kansas,Stanton,"Stanton, KS ",625,187,76.97%,23.03%,53.94%,30.00%,60.11%,796,165,82.83%,17.17%,65.66%,30.00%,63.17%,-11.72%,-3.07%,-7.07%,1.37%
Kansas,Stevens,"Stevens, KS ",1770,277,86.47%,13.53%,72.94%,30.00%,79.10%,1936,310,86.20%,13.80%,72.40%,30.00%,69.91%,0.54%,9.19%,0.31%,8.76%
Kansas,Sumner,"Sumner, KS ",6637,3304,66.76%,33.24%,33.53%,30.00%,39.69%,7092,3217,68.79%,31.21%,37.59%,30.00%,35.10%,-4.06%,4.59%,-2.95%,5.49%
Kansas,Thomas,"Thomas, KS ",2762,761,78.40%,21.60%,56.80%,30.00%,62.96%,3007,816,78.66%,21.34%,57.31%,30.00%,54.82%,-0.51%,8.14%,-0.33%,8.12%
Kansas,Trego,"Trego, KS ",1215,415,74.54%,25.46%,49.08%,30.00%,55.25%,1225,434,73.84%,26.16%,47.68%,30.00%,45.19%,1.40%,10.05%,0.95%,9.39%
Kansas,Wabaunsee,"Wabaunsee, KS ",2375,1020,69.96%,30.04%,39.91%,30.00%,46.08%,2531,1001,71.66%,28.34%,43.32%,30.00%,40.83%,-3.41%,5.25%,-2.38%,6.07%
Kansas,Wallace,"Wallace, KS ",690,96,87.79%,12.21%,75.57%,30.00%,81.74%,742,112,86.89%,13.11%,73.77%,30.00%,71.28%,1.80%,10.46%,1.04%,9.48%
Kansas,Washington,"Washington, KS ",2193,640,77.41%,22.59%,54.82%,30.00%,60.98%,2498,643,79.53%,20.47%,59.06%,30.00%,56.57%,-4.24%,4.41%,-2.67%,5.78%
Kansas,Wichita,"Wichita, KS ",835,163,83.67%,16.33%,67.33%,30.00%,73.50%,869,183,82.60%,17.40%,65.21%,30.00%,62.72%,2.13%,10.78%,1.29%,9.73%
Kansas,Wilson,"Wilson, KS ",2927,1218,70.62%,29.38%,41.23%,30.00%,47.40%,3263,1060,75.48%,24.52%,50.96%,30.00%,48.47%,-9.73%,-1.08%,-6.45%,2.00%
Kansas,Woodson,"Woodson, KS ",1045,507,67.33%,32.67%,34.66%,30.00%,40.83%,1204,530,69.43%,30.57%,38.87%,30.00%,36.38%,-4.20%,4.45%,-3.03%,5.42%
Kansas,Wyandotte,"Wyandotte, KS ",16211,38482,29.64%,70.36%,-40.72%,-30.00%,-34.55%,17919,34923,33.91%,66.09%,-32.18%,-30.00%,-34.67%,-8.54%,0.11%,-12.59%,-4.15%
Kentucky,Adair,"Adair, KY ",5512,1888,74.49%,25.51%,48.97%,30.00%,55.14%,5628,1764,76.14%,23.86%,52.27%,30.00%,49.78%,-3.30%,5.35%,-2.17%,6.28%
Kentucky,Allen,"Allen, KY ",5258,2023,72.22%,27.78%,44.43%,30.00%,50.60%,5202,1923,73.01%,26.99%,46.02%,30.00%,43.53%,-1.59%,7.06%,-1.09%,7.35%
Kentucky,Anderson,"Anderson, KY ",6884,3461,66.54%,33.46%,33.09%,30.00%,39.25%,6363,3141,66.95%,33.05%,33.90%,30.00%,31.41%,-0.81%,7.84%,-0.61%,7.84%
Kentucky,Ballard,"Ballard, KY ",2537,1427,64.00%,36.00%,28.00%,28.00%,34.17%,2389,1759,57.59%,42.41%,15.19%,15.19%,12.70%,12.81%,21.47%,11.12%,19.57%
Kentucky,Barren,"Barren, KY ",11133,5434,67.20%,32.80%,34.40%,30.00%,40.57%,10822,5216,67.48%,32.52%,34.95%,30.00%,32.47%,-0.55%,8.10%,-0.41%,8.03%
Kentucky,Bath,"Bath, KY ",2234,2210,50.27%,49.73%,0.54%,0.54%,6.71%,2269,2608,46.52%,53.48%,-6.95%,-6.95%,-9.44%,7.49%,16.14%,8.05%,16.49%
Kentucky,Bell,"Bell, KY ",9515,2718,77.78%,22.22%,55.56%,30.00%,61.73%,6722,4210,61.49%,38.51%,22.98%,22.98%,20.49%,32.58%,41.24%,26.50%,34.94%
Kentucky,Boone,"Boone, KY ",33812,16292,67.48%,32.52%,34.97%,30.00%,41.13%,32329,12391,72.29%,27.71%,44.58%,30.00%,42.10%,-9.62%,-0.96%,-6.65%,1.79%
Kentucky,Bourbon,"Bourbon, KY ",4820,3385,58.74%,41.26%,17.49%,17.49%,23.65%,4953,3198,60.77%,39.23%,21.53%,21.53%,19.04%,-4.04%,4.61%,-3.33%,5.12%
Kentucky,Boyd,"Boyd, KY ",11429,8886,56.26%,43.74%,12.52%,12.52%,18.68%,11501,10132,53.16%,46.84%,6.33%,6.33%,3.84%,6.19%,14.84%,5.82%,14.26%
Kentucky,Boyle,"Boyle, KY ",7697,4764,61.77%,38.23%,23.54%,23.54%,29.70%,7764,4646,62.56%,37.44%,25.12%,25.12%,22.64%,-1.59%,7.07%,-1.27%,7.17%
Kentucky,Bracken,"Bracken, KY ",2066,1241,62.47%,37.53%,24.95%,24.95%,31.11%,2363,1213,66.08%,33.92%,32.16%,30.00%,29.67%,-7.21%,1.44%,-5.46%,2.99%
Kentucky,Breathitt,"Breathitt, KY ",2671,2205,54.78%,45.22%,9.56%,9.56%,15.72%,2542,3327,43.31%,56.69%,-13.38%,-13.38%,-15.86%,22.93%,31.59%,26.47%,34.92%
Kentucky,Breckinridge,"Breckinridge, KY ",5281,3110,62.94%,37.06%,25.87%,25.87%,32.04%,5580,2884,65.93%,34.07%,31.85%,30.00%,29.36%,-5.98%,2.67%,-4.54%,3.91%
Kentucky,Bullitt,"Bullitt, KY ",19857,10056,66.38%,33.62%,32.77%,30.00%,38.93%,19433,9043,68.24%,31.76%,36.49%,30.00%,34.00%,-3.72%,4.93%,-2.73%,5.72%
Kentucky,Butler,"Butler, KY ",3696,1555,70.39%,29.61%,40.77%,30.00%,46.94%,4109,1436,74.10%,25.90%,48.21%,30.00%,45.72%,-7.43%,1.22%,-5.01%,3.43%
Kentucky,Caldwell,"Caldwell, KY ",3866,2212,63.61%,36.39%,27.21%,27.21%,33.38%,4066,2245,64.43%,35.57%,28.85%,28.85%,26.37%,-1.64%,7.01%,-1.27%,7.17%
Kentucky,Calloway,"Calloway, KY ",8991,6165,59.32%,40.68%,18.65%,18.65%,24.81%,9293,5728,61.87%,38.13%,23.73%,23.73%,21.25%,-5.09%,3.57%,-4.11%,4.33%
Kentucky,Campbell,"Campbell, KY ",24045,15619,60.62%,39.38%,21.24%,21.24%,27.41%,25540,14253,64.18%,35.82%,28.36%,28.36%,25.88%,-7.12%,1.53%,-5.55%,2.90%
Kentucky,Carlisle,"Carlisle, KY ",1699,879,65.90%,34.10%,31.81%,30.00%,37.97%,1734,1102,61.14%,38.86%,22.28%,22.28%,19.80%,9.52%,18.18%,7.79%,16.23%
Kentucky,Carroll,"Carroll, KY ",2032,1716,54.22%,45.78%,8.43%,8.43%,14.60%,2175,1688,56.30%,43.70%,12.61%,12.61%,10.12%,-4.18%,4.48%,-3.71%,4.74%
Kentucky,Carter,"Carter, KY ",5252,4314,54.90%,45.10%,9.81%,9.81%,15.97%,5422,5577,49.30%,50.70%,-1.41%,-1.41%,-3.90%,11.21%,19.87%,11.38%,19.82%
Kentucky,Casey,"Casey, KY ",4679,1219,79.33%,20.67%,58.66%,30.00%,64.83%,5109,1174,81.31%,18.69%,62.63%,30.00%,60.14%,-3.97%,4.69%,-2.44%,6.01%
Kentucky,Christian,"Christian, KY ",13515,8822,60.50%,39.50%,21.01%,21.01%,27.18%,13935,6970,66.66%,33.34%,33.32%,30.00%,30.83%,-12.31%,-3.65%,-9.23%,-0.79%
Kentucky,Clark,"Clark, KY ",9664,5749,62.70%,37.30%,25.40%,25.40%,31.57%,9540,5661,62.76%,37.24%,25.52%,25.52%,23.03%,-0.12%,8.54%,-0.09%,8.35%
Kentucky,Clay,"Clay, KY ",5710,1552,78.63%,21.37%,57.26%,30.00%,63.42%,5726,1901,75.08%,24.92%,50.15%,30.00%,47.66%,7.11%,15.76%,4.73%,13.18%
Kentucky,Clinton,"Clinton, KY ",3366,761,81.56%,18.44%,63.12%,30.00%,69.29%,3369,952,77.97%,22.03%,55.94%,30.00%,53.45%,7.18%,15.84%,4.61%,13.05%
Kentucky,Crittenden,"Crittenden, KY ",1604,1254,56.12%,43.88%,12.25%,12.25%,18.41%,2726,1438,65.47%,34.53%,30.93%,30.00%,28.44%,-18.69%,-10.03%,-14.27%,-5.83%
Kentucky,Cumberland,"Cumberland, KY ",2056,697,74.68%,25.32%,49.36%,30.00%,55.53%,2356,848,73.53%,26.47%,47.07%,30.00%,44.58%,2.30%,10.95%,1.56%,10.01%
Kentucky,Daviess,"Daviess, KY ",23692,19282,55.13%,44.87%,10.26%,10.26%,16.43%,25372,15788,61.64%,38.36%,23.28%,23.28%,20.80%,-13.02%,-4.37%,-10.56%,-2.12%
Kentucky,Edmonson,"Edmonson, KY ",3562,1652,68.32%,31.68%,36.63%,30.00%,42.80%,3595,1856,65.95%,34.05%,31.90%,30.00%,29.41%,4.73%,13.38%,3.59%,12.03%
Kentucky,Elliott,"Elliott, KY ",902,1535,37.01%,62.99%,-25.97%,-25.97%,-19.81%,871,2064,29.68%,70.32%,-40.65%,-30.00%,-43.14%,14.67%,23.33%,24.72%,33.16%
Kentucky,Estill,"Estill, KY ",3685,1555,70.32%,29.68%,40.65%,30.00%,46.81%,3633,1907,65.58%,34.42%,31.16%,30.00%,28.67%,9.49%,18.15%,7.24%,15.68%
Kentucky,Fayette,"Fayette, KY ",59884,66040,47.56%,52.44%,-4.89%,-4.89%,1.28%,66406,57994,53.38%,46.62%,6.76%,6.76%,4.27%,-11.65%,-3.00%,-10.91%,-2.47%
Kentucky,Fleming,"Fleming, KY ",4342,2279,65.58%,34.42%,31.16%,30.00%,37.32%,3749,2406,60.91%,39.09%,21.82%,21.82%,19.33%,9.34%,17.99%,7.67%,16.11%
Kentucky,Floyd,"Floyd, KY ",7741,7530,50.69%,49.31%,1.38%,1.38%,7.55%,6612,11132,37.26%,62.74%,-25.47%,-25.47%,-27.96%,26.86%,35.51%,36.03%,44.48%
Kentucky,Franklin,"Franklin, KY ",11911,11767,50.30%,49.70%,0.61%,0.61%,6.77%,12281,11620,51.38%,48.62%,2.77%,2.77%,0.28%,-2.16%,6.50%,-2.10%,6.34%
Kentucky,Fulton,"Fulton, KY ",1530,1226,55.52%,44.48%,11.03%,11.03%,17.20%,1527,1340,53.26%,46.74%,6.52%,6.52%,4.03%,4.51%,13.16%,4.23%,12.68%
Kentucky,Gallatin,"Gallatin, KY ",1840,1278,59.01%,40.99%,18.02%,18.02%,24.19%,1869,1188,61.14%,38.86%,22.28%,22.28%,19.79%,-4.25%,4.40%,-3.48%,4.97%
Kentucky,Garrard,"Garrard, KY ",5117,2012,71.78%,28.22%,43.55%,30.00%,49.72%,4784,1841,72.21%,27.79%,44.42%,30.00%,41.93%,-0.87%,7.79%,-0.60%,7.84%
Kentucky,Grant,"Grant, KY ",5605,3109,64.32%,35.68%,28.64%,28.64%,34.81%,5951,2818,67.86%,32.14%,35.73%,30.00%,33.24%,-7.08%,1.57%,-5.22%,3.22%
Kentucky,Graves,"Graves, KY ",10056,5843,63.25%,36.75%,26.50%,26.50%,32.66%,9903,6206,61.47%,38.53%,22.95%,22.95%,20.46%,3.55%,12.20%,2.89%,11.33%
Kentucky,Grayson,"Grayson, KY ",6605,3154,67.68%,32.32%,35.36%,30.00%,41.53%,7170,2905,71.17%,28.83%,42.33%,30.00%,39.84%,-6.97%,1.68%,-4.90%,3.55%
Kentucky,Green,"Green, KY ",3785,1204,75.87%,24.13%,51.73%,30.00%,57.90%,3866,1312,74.66%,25.34%,49.32%,30.00%,46.84%,2.41%,11.06%,1.61%,10.06%
Kentucky,Greenup,"Greenup, KY ",8849,6621,57.20%,42.80%,14.40%,14.40%,20.57%,8696,7630,53.26%,46.74%,6.53%,6.53%,4.04%,7.87%,16.53%,7.39%,15.83%
Kentucky,Hancock,"Hancock, KY ",2128,1924,52.52%,47.48%,5.03%,5.03%,11.20%,2286,1709,57.22%,42.78%,14.44%,14.44%,11.96%,-9.41%,-0.76%,-8.22%,0.22%
Kentucky,Hardin,"Hardin, KY ",23896,15650,60.43%,39.57%,20.85%,20.85%,27.02%,24627,11507,68.15%,31.85%,36.31%,30.00%,33.82%,-15.46%,-6.80%,-11.34%,-2.90%
Kentucky,Harlan,"Harlan, KY ",7165,2586,73.48%,26.52%,46.96%,30.00%,53.12%,6659,4332,60.59%,39.41%,21.17%,21.17%,18.68%,25.79%,34.44%,21.28%,29.73%
Kentucky,Harrison,"Harrison, KY ",4520,2916,60.79%,39.21%,21.57%,21.57%,27.74%,4855,2807,63.36%,36.64%,26.73%,26.73%,24.24%,-5.16%,3.49%,-4.07%,4.37%
Kentucky,Hart,"Hart, KY ",4397,2290,65.75%,34.25%,31.51%,30.00%,37.67%,4269,2470,63.35%,36.65%,26.70%,26.70%,24.21%,4.81%,13.47%,3.80%,12.24%
Kentucky,Henderson,"Henderson, KY ",10049,9523,51.34%,48.66%,2.69%,2.69%,8.85%,10467,8101,56.37%,43.63%,12.74%,12.74%,10.25%,-10.05%,-1.40%,-8.92%,-0.48%
Kentucky,Henry,"Henry, KY ",4081,2724,59.97%,40.03%,19.94%,19.94%,26.11%,4094,2366,63.37%,36.63%,26.75%,26.75%,24.26%,-6.81%,1.85%,-5.37%,3.07%
Kentucky,Hickman,"Hickman, KY ",1406,812,63.39%,36.61%,26.78%,26.78%,32.95%,1395,926,60.10%,39.90%,20.21%,20.21%,17.72%,6.57%,15.23%,5.47%,13.91%
Kentucky,Hopkins,"Hopkins, KY ",11916,7104,62.65%,37.35%,25.30%,25.30%,31.47%,12314,6420,65.73%,34.27%,31.46%,30.00%,28.97%,-6.16%,2.49%,-4.69%,3.76%
Kentucky,Jackson,"Jackson, KY ",4407,743,85.57%,14.43%,71.15%,30.00%,77.31%,4369,769,85.03%,14.97%,70.07%,30.00%,67.58%,1.08%,9.73%,0.63%,9.08%
